day_index,hour,tariff_yuan_per_kwh,actual_net_load_kw,grid_exchange_kw,plan_charge_kw,plan_discharge_kw,exec_charge_kw,exec_discharge_kw,soc_open,soc_close,arbitrage_revenue_yuan,service_capacity_revenue_yuan,service_delivery_revenue_yuan,service_penalty_yuan,degradation_cost_yuan,transformer_penalty_yuan,voltage_penalty_yuan
1,10,0.614,6366.746829710145,6275.91608775968,8.254374080428343e-05,90.83082449420597,0.0,90.83074195046517,0.8475879851185899,0.8390435017660366,55.77007555758561,0.0,0.0,0.0,0.0,0.0,0.0
1,11,0.614,6407.817192028985,6451.567491888756,43.7503461008452,4.624107447696267e-05,43.75029985977072,0.0,0.8390435017660366,0.842953329163171,-26.86268411389922,0.0,0.0,0.0,0.0,0.0,0.0
1,12,0.278,6434.526666666667,6705.041209683982,270.5146259744098,8.295709462340334e-05,270.5145430173152,0.0,0.842953329163171,0.8671283673915363,-75.20304295881363,0.0,0.0,0.0,0.0,0.0,0.0
1,13,0.278,6308.160036231884,6564.089693289426,255.93245583197998,8.267266873564392e-05,255.9296570575417,0.0,0.8671283673915363,0.89,-71.1484446619966,0.0,0.0,0.0,0.0,0.0,0.0
1,14,0.614,6341.744257246377,6341.744186732301,8.81765953801303e-05,0.0001586906705870168,0.0,7.05140752068865e-05,0.89,0.8899999933667134,4.3295642177028315e-05,0.0,0.0,0.0,0.0,0.0,0.0
1,15,1.072,6493.00865942029,6132.945380775577,4.986108830890721e-05,360.06332850580134,0.0,360.063278644713,0.8899999933667134,0.8561287001879861,385.9878347071324,0.0,0.0,0.0,0.0,0.0,0.0
1,16,1.072,6588.326105072463,5940.655081155853,4.876268838143544e-05,647.6710726792987,0.0,647.6710239166104,0.8561287001879861,0.7952020341391207,694.3033376386063,0.0,0.0,0.0,0.0,0.0,0.0
1,17,1.072,6625.172210144928,5762.348028160444,4.8581024873277884e-05,862.8242305655081,0.0,862.8241819844832,0.7952020341391207,0.7140358265222388,924.947523087366,0.0,0.0,0.0,0.0,0.0,0.0
1,18,1.072,6498.303605072463,5492.780925924074,4.804899966791074e-05,1005.5227271973889,0.0,1005.5226791483892,0.7140358265222388,0.6194459155724444,1077.9203120470734,0.0,0.0,0.0,0.0,0.0,0.0
1,19,1.27,6247.049692028985,5171.2832466572345,4.785270955550985e-05,1075.7664932244606,0.0,1075.7664453717512,0.6194459155724444,0.5182481461132096,1366.223385622124,0.0,0.0,0.0,0.0,0.0,0.0
1,20,1.27,6275.131684782609,5398.114945530406,4.8683965503076064e-05,877.0167879361694,0.0,877.0167392522039,0.5182481461132096,0.4357468390938552,1113.811258850299,0.0,0.0,0.0,0.0,0.0,0.0
1,21,1.072,6312.607210144927,5903.333435095225,4.930789854355482e-05,409.2738243576009,0.0,409.27377504970235,0.4357468390938552,0.39724629530818445,438.74148685328095,0.0,0.0,0.0,0.0,0.0,0.0
1,22,1.072,6321.129293478261,6452.0526326515665,130.92339341431372,5.4241008460123184e-05,130.92333917330527,0.0,0.39724629530818445,0.40894650445108915,-140.34981959378325,0.0,0.0,0.0,0.0,0.0,0.0
1,23,0.278,6272.110724637681,7067.201038559441,795.0903621958337,4.827407355066323e-05,795.0903139217601,0.0,0.40894650445108915,0.4800012378479223,-221.0351072702493,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.278,6163.573822463767,7222.348453659356,1058.9881436308547,0.21351243526546584,1058.774631195589,0.0,0.4800012378479223,0.5746206135712392,-294.3393474723738,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0.278,6133.611775362319,7141.962019043432,1008.5638803119244,0.21363663081237305,1008.350243681112,0.0,0.5746206135712392,0.6647337195679544,-280.3213677433492,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.278,6083.758731884058,6991.26403889849,907.7191956322356,0.21388861780324298,907.5053070144323,0.0,0.6647337195679544,0.7458346291338921,-252.2864753500122,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.278,6136.936376811594,6893.184757683408,756.4626654832804,0.21428461146559585,756.2483808718148,0.0,0.7458346291338921,0.8134181805163596,-210.23704988236452,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.278,6193.873949275362,6748.467405621614,554.8083097339743,0.21485338772271886,554.5934563462515,0.0,0.8134181805163596,0.8629804623028647,-154.17698086425793,0.0,0.0,0.0,0.0,0.0,0.0
2,5,0.278,6163.712155797102,6466.05616136329,302.77555679224565,0.21492357411651922,302.3440055661879,0.0,0.8629804623028647,0.89,-84.05163354740024,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0.614,5995.643423913043,5995.643423913043,0.43769946796974823,0.289085695021346,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,0.614,5985.979384057971,5869.678289667989,0.128776185853449,116.42987057583595,0.0,116.3010943899825,0.89,0.8790595106506905,71.40887195544926,0.0,0.0,0.0,0.0,0.0,0.0
2,8,0.614,6241.082608695651,6071.183464983831,0.140332290332424,170.03947600215267,0.0,169.89914371182024,0.8790595106506905,0.8630770318787963,104.31807423905762,0.0,0.0,0.0,0.0,0.0,0.0
2,9,0.614,6340.383876811595,6179.427636184083,0.14293586788935492,161.0991764954009,0.0,160.95624062751156,0.8630770318787963,0.8479358154910521,98.82713174529209,0.0,0.0,0.0,0.0,0.0,0.0
2,10,0.614,6366.746829710145,6277.064928637972,0.14066237536154738,89.82256344753465,0.0,89.6819010721731,0.8479358154910521,0.8394994040483886,55.06468725831429,0.0,0.0,0.0,0.0,0.0,0.0
2,11,0.614,6407.817192028985,6451.499397303972,43.77534637403235,0.09314109904564952,43.6822052749867,0.0,0.8394994040483886,0.8434031460455592,-26.820874038841833,0.0,0.0,0.0,0.0,0.0,0.0
2,12,0.278,6434.526666666667,6702.75946507283,268.3750313293536,0.14223292319078476,268.23279840616283,0.0,0.8434031460455592,0.8673742718979512,-74.56871795691328,0.0,0.0,0.0,0.0,0.0,0.0
2,13,0.278,6308.160036231884,6561.338063920721,253.87880337571426,0.14156963271950518,253.17802768883683,0.0,0.8673742718979512,0.89,-70.38349169749665,0.0,0.0,0.0,0.0,0.0,0.0
2,14,0.614,6341.744257246377,6341.744257246377,0.25583480434721784,0.17695898226448872,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,15,1.072,6493.00865942029,6128.418777326679,0.08348952944894499,364.6733716230602,0.0,364.5898820936112,0.89,0.8557028874678008,390.84035360435126,0.0,0.0,0.0,0.0,0.0,0.0
2,16,1.072,6588.326105072463,5931.686340233186,0.08201839094248443,656.7217832302205,0.0,656.639764839278,0.8557028874678008,0.7939325284592446,703.917827907706,0.0,0.0,0.0,0.0,0.0,0.0
2,17,1.072,6625.172210144928,5749.120403777677,0.08179611804488023,876.1336024852956,0.0,876.0518063672507,0.7939325284592446,0.7115219930530551,939.1275364256928,0.0,0.0,0.0,0.0,0.0,0.0
2,18,1.072,6498.303605072463,5475.49972542082,0.08114033310351737,1022.8850199847468,0.0,1022.8038796516433,0.7115219930530551,0.6153064328259189,1096.4457589865617,0.0,0.0,0.0,0.0,0.0,0.0
2,19,1.27,6247.049692028985,5150.1643583933555,0.08078245197150041,1096.9661160876014,0.0,1096.8853336356299,0.6153064328259189,0.5121220013035959,1393.04437371725,0.0,0.0,0.0,0.0,0.0,0.0
2,20,1.27,6275.131684782609,5371.375740233587,0.08189150437288396,903.8378360533953,0.0,903.7559445490225,0.5121220013035959,0.42710532680388147,1147.7700495772585,0.0,0.0,0.0,0.0,0.0,0.0
2,21,1.072,6312.607210144927,5869.195827323117,0.08246463426588944,443.49384745607637,0.0,443.4113828218105,0.42710532680388147,0.3853934449289122,475.33700238498085,0.0,0.0,0.0,0.0,0.0,0.0
2,22,1.072,6321.129293478261,6410.73443845666,89.71872373342013,0.1135787550208963,89.60514497839924,0.0,0.3853934449289122,0.3934011763475234,-96.05671541684399,0.0,0.0,0.0,0.0,0.0,0.0
2,23,0.278,6272.110724637681,7018.147581012016,746.118808016732,0.08195164239738822,746.0368563743347,0.0,0.3934011763475234,0.4600721557390623,-207.39824607206506,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.278,6163.573822463767,7273.6986856227495,1110.3234233648154,0.19856020583272757,1110.1248631589826,0.0,0.4600721557390623,0.5592805410102725,-308.6147119581972,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0.278,6133.611775362319,7190.914915745363,1057.5022113806444,0.19907099760044977,1057.303140383044,0.0,0.5592805410102725,0.6537684142041904,-293.93027302648625,0.0,0.0,0.0,0.0,0.0,0.0
3,2,0.278,6083.758731884058,7035.413254855284,951.8545578070734,0.20003483584685278,951.6545229712266,0.0,0.6537684142041904,0.7388148010505845,-264.55995738600103,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.278,6136.936376811594,6930.102739377939,793.3677986067295,0.2014360403840506,793.1663625663455,0.0,0.7388148010505845,0.8096975969351202,-220.50024879344406,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.278,6193.873949275362,6775.68828521712,582.0176642454975,0.2033283037389388,581.8143359417586,0.0,0.8096975969351202,0.8616925235528091,-161.74438539180892,0.0,0.0,0.0,0.0,0.0,0.0
3,5,0.278,6163.712155797102,6480.467975694851,317.7505934342586,0.20484798356490536,316.7558198977488,0.0,0.8616925235528091,0.89,-88.05811793157417,0.0,0.0,0.0,0.0,0.0,0.0
3,6,0.614,5995.643423913043,5995.643423913043,0.4563894868176112,0.25246717789871165,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,0.614,5985.979384057971,5867.891001608178,0.10095724635426748,118.1893396961478,0.0,118.08838244979353,0.89,0.8788913797652068,72.50626682417322,0.0,0.0,0.0,0.0,0.0,0.0
3,8,0.614,6241.082608695651,6068.6990270269,0.12567851769851127,172.5092601864502,0.0,172.3835816687517,0.8788913797652068,0.8626751889448628,105.84351914461354,0.0,0.0,0.0,0.0,0.0,0.0
3,9,0.614,6340.383876811595,6177.224891127067,0.13315483845362053,163.29214052298138,0.0,163.15898568452775,0.8626751889448628,0.8473267594697275,100.17961721030004,0.0,0.0,0.0,0.0,0.0,0.0
3,10,0.614,6366.746829710145,6276.0245389462,0.13540693098806553,90.857697694933,0.0,90.72229076394493,0.8473267594697275,0.8387924781626258,55.70348652906218,0.0,0.0,0.0,0.0,0.0,0.0
3,11,0.614,6407.817192028985,6452.497014864559,44.74151443834476,0.06169160277066921,44.679822835574086,0.0,0.8387924781626258,0.8427853741194892,-27.433411221042487,0.0,0.0,0.0,0.0,0.0,0.0
3,12,0.278,6434.526666666667,6706.652811457523,272.25950458080996,0.13335978995315365,272.1261447908568,0.0,0.8427853741194892,0.8671044361554091,-75.6510682518582,0.0,0.0,0.0,0.0,0.0,0.0
3,13,0.278,6308.160036231884,6564.357479728629,257.5722054544005,0.1323955623800529,256.19744349674556,0.0,0.8671044361554091,0.89,-71.22288929209527,0.0,0.0,0.0,0.0,0.0,0.0
3,14,0.614,6341.744257246377,6341.744257246377,0.3383980520025831,0.0962354501316487,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,15,1.072,6493.00865942029,6118.895980820855,0.08133236997970651,374.1940109694151,0.0,374.1126785994354,0.89,0.8548070742831178,401.0487914585948,0.0,0.0,0.0,0.0,0.0,0.0
3,16,1.072,6588.326105072463,5914.254116938466,0.07840774153090192,674.1503958755286,0.0,674.0719881339977,0.8548070742831178,0.7913968592242724,722.6051712796456,0.0,0.0,0.0,0.0,0.0,0.0
3,17,1.072,6625.172210144928,5725.301471076658,0.07796530219858556,899.9487043704682,0.0,899.8707390682697,0.7913968592242724,0.7067456675207862,964.6614322811852,0.0,0.0,0.0,0.0,0.0,0.0
3,18,1.072,6498.303605072463,5446.728422291559,0.07675410799414814,1051.6519368888985,0.0,1051.5751827809042,0.7067456675207862,0.6078235795769293,1127.2885959411294,0.0,0.0,0.0,0.0,0.0,0.0
3,19,1.27,6247.049692028985,5117.846629284695,0.07602642674439797,1129.2790891710347,0.0,1129.2030627442903,0.6078235795769293,0.5015990066615978,1434.0878896852487,0.0,0.0,0.0,0.0,0.0,0.0
3,20,1.27,6275.131684782609,5339.178698251536,0.0781341600040569,936.0311206910773,0.0,935.9529865310732,0.5015990066615978,0.41355354385398735,1188.660292894463,0.0,0.0,0.0,0.0,0.0,0.0
3,21,1.072,6312.607210144927,5840.7512732368905,0.0792566402019059,471.9351935482385,0.0,471.8559369080366,0.41355354385398735,0.36916587167232756,505.82956436541525,0.0,0.0,0.0,0.0,0.0,0.0
3,22,1.072,6321.129293478261,6387.433606307635,66.41074252902641,0.10642969965239601,66.30431282937401,0.0,0.36916587167232756,0.37509128063362324,-71.07822335308894,0.0,0.0,0.0,0.0,0.0,0.0
3,23,0.278,6272.110724637681,7002.052265776601,730.0201538912202,0.07861275230033939,729.9415411389198,0.0,0.37509128063362324,0.4403238720672591,-202.92374843661972,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0.278,6163.573822463767,7325.105626671896,1161.6970626351956,0.16525842706696564,1161.5318042081287,0.0,0.4403238720672591,0.5441263347999049,-322.90584156985983,0.0,0.0,0.0,0.0,0.0,0.0
4,1,0.278,6133.611775362319,7239.789026645157,1106.3425618818203,0.1653105989826757,1106.1772512828377,0.0,0.5441263347999049,0.6429819343504212,-307.5172758566289,0.0,0.0,0.0,0.0,0.0,0.0
4,2,0.278,6083.758731884058,7079.236841839806,995.6435179224637,0.16540796671511268,995.4781099557487,0.0,0.6429819343504212,0.7319446980349622,-276.74291456769816,0.0,0.0,0.0,0.0,0.0,0.0
4,3,0.278,6136.936376811594,6966.39645523596,829.6256416685893,0.165563244222527,829.4600784243668,0.0,0.7319446980349622,0.80607094973718,-230.58990180197398,0.0,0.0,0.0,0.0,0.0,0.0
4,4,0.278,6193.873949275362,6802.043552011094,608.3353782736805,0.1657755379485504,608.1696027357319,0.0,0.80607094973718,0.8604211640786136,-169.07114956053348,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.278,6163.712155797102,6494.694270765161,331.85570430507596,0.1657977528287441,330.98211496805845,0.0,0.8604211640786136,0.89,-92.01302796112026,0.0,0.0,0.0,0.0,0.0,0.0
4,6,0.614,5995.643423913043,5995.643423913043,0.40704844295910503,0.22356692401231426,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,0.614,5985.979384057971,5870.676454741307,0.11503229220749835,115.41796160887208,0.0,115.30292931666457,0.89,0.8791534084287878,70.79599860043204,0.0,0.0,0.0,0.0,0.0,0.0
4,8,0.614,6241.082608695651,6072.038419543746,0.113301896308268,169.15749104821305,0.0,169.0441891519048,0.8791534084287878,0.8632513555660902,103.79313213926955,0.0,0.0,0.0,0.0,0.0,0.0
4,9,0.614,6340.383876811595,6179.707029294357,0.11323080925270498,160.79007832649015,0.0,160.67684751723743,0.8632513555660902,0.8481364217972952,98.65558437558379,0.0,0.0,0.0,0.0,0.0,0.0
4,10,0.614,6366.746829710145,6276.7367362209825,0.11368050009158512,90.12377398925385,0.0,90.01009348916226,0.8481364217972952,0.8396691371658502,55.266197402345625,0.0,0.0,0.0,0.0,0.0,0.0
4,11,0.614,6407.817192028985,6450.835767113167,43.1298399511697,0.11126486698801402,43.018575084181684,0.0,0.8396691371658502,0.8435135726094682,-26.413405101687555,0.0,0.0,0.0,0.0,0.0,0.0
4,12,0.278,6434.526666666667,6702.346598840065,267.9321173760171,0.11218520261869906,267.8199321733984,0.0,0.8435135726094682,0.8674478018985593,-74.45394114420476,0.0,0.0,0.0,0.0,0.0,0.0
4,13,0.278,6308.160036231884,6560.5152757900605,253.51519477448954,0.11207220974171936,252.3552395581768,0.0,0.8674478018985593,0.89,-70.15475659717316,0.0,0.0,0.0,0.0,0.0,0.0
4,14,0.614,6341.744257246377,6341.744257246377,0.27202547872504873,0.08114727169194705,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,1.072,6493.00865942029,6114.358475294846,0.0646108862253847,378.7147950116691,0.0,378.6501841254437,0.89,0.8543802293669963,405.9129973824756,0.0,0.0,0.0,0.0,0.0,0.0
4,16,1.072,6588.326105072463,5904.902027420147,0.06412942548923817,683.4882070778061,0.0,683.4240776523169,0.8543802293669963,0.7900902595964208,732.6306112432837,0.0,0.0,0.0,0.0,0.0,0.0
4,17,1.072,6625.172210144928,5711.28286768291,0.06392166173072346,913.953264123748,0.0,913.8893424620172,0.7900902595964208,0.7041203323992925,979.6893751192825,0.0,0.0,0.0,0.0,0.0,0.0
4,18,1.072,6498.303605072463,5428.354056165765,0.06384678344568726,1070.0133956901448,0.0,1069.949548906699,0.7041203323992925,0.6034697606612462,1146.9859164279815,0.0,0.0,0.0,0.0,0.0,0.0
4,19,1.27,6247.049692028985,5095.523213167013,0.06382432701090797,1151.5903031889834,0.0,1151.5264788619725,0.6034697606612462,0.495145215277412,1462.4386281547052,0.0,0.0,0.0,0.0,0.0,0.0
4,20,1.27,6275.131684782609,5311.788087722024,0.06398822748383888,963.4075852880691,0.0,963.3435970605852,0.495145215277412,0.4045231070449153,1223.4463682669432,0.0,0.0,0.0,0.0,0.0,0.0
4,21,1.072,6312.607210144927,5807.169511466997,0.06430567181382171,505.50200434974334,0.0,505.4376986779295,0.4045231070449153,0.356976385424369,541.8292129827405,0.0,0.0,0.0,0.0,0.0,0.0
4,22,1.072,6321.129293478261,6348.071909575947,26.99974645424974,0.057130356563902224,26.942616097685836,0.0,0.356976385424369,0.35938416271748125,-28.88248445671922,0.0,0.0,0.0,0.0,0.0,0.0
4,23,0.278,6272.110724637681,6956.418670096585,684.3726795339262,0.06473407502254394,684.3079454589036,0.0,0.35938416271748125,0.420538622499646,-190.23760883757524,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0.278,6163.573822463767,7376.10354175568,1212.541673914282,0.011954622368935313,1212.5297192919131,0.0,0.420538622499646,0.5288986093231076,-337.08326196315187,0.0,0.0,0.0,0.0,0.0,0.0
5,1,0.278,6133.611775362319,7288.351757878983,1154.7519386296435,0.011956112979125246,1154.7399825166644,0.0,0.5288986093231076,0.6320941082038289,-321.01771513963274,0.0,0.0,0.0,0.0,0.0,0.0
5,2,0.278,6083.758731884058,7122.9297200625415,1039.1829468889025,0.011958710418731675,1039.1709881784839,0.0,0.6320941082038289,0.7249615676934835,-288.88953471361856,0.0,0.0,0.0,0.0,0.0,0.0
5,3,0.278,6136.936376811594,7002.788431173677,865.8640163156562,0.011961953572894726,865.8520543620832,0.0,0.7249615676934835,0.8023400564092349,-240.70687111265914,0.0,0.0,0.0,0.0,0.0,0.0
5,4,0.278,6193.873949275362,6828.706060663959,634.8440769133417,0.011965524744782562,634.8321113885969,0.0,0.8023400564092349,0.8590730157179358,-176.48332696602995,0.0,0.0,0.0,0.0,0.0,0.0
5,5,0.278,6163.712155797102,6509.779820341681,346.196375521144,0.011974188755409914,346.06766454457915,0.0,0.8590730157179358,0.89,-96.206810743393,0.0,0.0,0.0,0.0,0.0,0.0
5,6,0.614,5995.643423913043,5995.640689710045,0.018389211328000463,0.02112341432620532,0.0,0.002734202998204857,0.89,0.8899997427924566,0.0016788006408977822,0.0,0.0,0.0,0.0,0.0,0.0
5,7,0.614,5985.979384057971,5868.928542525949,0.008192163256323291,117.05903369527881,0.0,117.05084153202249,0.8899997427924566,0.8789887244368193,71.86921670066181,0.0,0.0,0.0,0.0,0.0,0.0
5,8,0.614,6241.082608695651,6069.662323225364,0.00812979556188923,171.42841526584905,0.0,171.42028547028715,0.8789887244368193,0.8628631512659033,105.25205527875632,0.0,0.0,0.0,0.0,0.0,0.0
5,9,0.614,6340.383876811595,6177.517975402872,0.008125300933413527,162.8740267096556,0.0,162.86590140872218,0.8628631512659033,0.8475422923430032,99.99966346495542,0.0,0.0,0.0,0.0,0.0,0.0
5,10,0.614,6366.746829710145,6275.492903920309,0.008165353652633982,91.26209114348838,0.0,91.25392578983575,0.8475422923430032,0.8389579999214835,56.02991043495915,0.0,0.0,0.0,0.0,0.0,0.0
5,11,0.614,6407.817192028985,6451.281177998877,43.47239702030856,0.008411050416820868,43.463985969891745,0.0,0.8389579999214835,0.842842240342199,-26.68688738551353,0.0,0.0,0.0,0.0,0.0,0.0
5,12,0.278,6434.526666666667,6705.732779222782,271.214194815798,0.008082259682781767,271.2061125561152,0.0,0.842842240342199,0.8670790819762207,-75.39529929060004,0.0,0.0,0.0,0.0,0.0,0.0
5,13,0.278,6308.160036231884,6564.641188657316,256.636869349076,0.008078247246156673,256.48115242543184,0.0,0.8670790819762207,0.89,-71.30176037427006,0.0,0.0,0.0,0.0,0.0,0.0
5,14,0.614,6341.744257246377,6341.744257246377,0.029582280633031643,0.006066379739028157,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,15,1.072,6493.00865942029,6104.712723393907,0.004567652152054236,388.3005036785348,0.0,388.2959360263828,0.89,0.8534728497202972,416.2532434202824,0.0,0.0,0.0,0.0,0.0,0.0
5,16,1.072,6588.326105072463,5887.261249776248,0.004560119133481136,701.069415415348,0.0,701.0648552962145,0.8534728497202972,0.7875234051103928,751.5415248775421,0.0,0.0,0.0,0.0,0.0,0.0
5,17,1.072,6625.172210144928,5687.100835075866,0.0045663192560224004,938.0759413883178,0.0,938.0713750690618,0.7875234051103928,0.6992786646660659,1005.6125140740343,0.0,0.0,0.0,0.0,0.0,0.0
5,18,1.072,6498.303605072463,5399.092292688336,0.004559851489572304,1099.2158722356166,0.0,1099.211312384127,0.6992786646660659,0.5958754274148876,1178.3545268757844,0.0,0.0,0.0,0.0,0.0,0.0
5,19,1.27,6247.049692028985,5062.623592369814,0.004554149374349729,1184.4306538085457,0.0,1184.4260996591713,0.5958754274148876,0.4844560018597531,1504.2211465671476,0.0,0.0,0.0,0.0,0.0,0.0
5,20,1.27,6275.131684782609,5279.044521060353,0.004578170506168971,996.0917418927628,0.0,996.0871637222566,0.4844560018597531,0.39075369352940353,1265.030697927266,0.0,0.0,0.0,0.0,0.0,0.0
5,21,1.072,6312.607210144927,5778.431417657506,0.004560717111963305,534.1803532045328,0.0,534.1757924874208,0.39075369352940353,0.34050356820581107,572.6364495465152,0.0,0.0,0.0,0.0,0.0,0.0
5,22,1.072,6321.129293478261,6324.811627847017,3.6917793043118046,0.009444935556179694,3.6823343687556247,0.0,0.34050356820581107,0.3408326469057632,-3.94746244330603,0.0,0.0,0.0,0.0,0.0,0.0
5,23,0.278,6272.110724637681,6940.5434069986995,668.4372428798192,0.004560518801197767,668.432682361018,0.0,0.3408326469057632,0.4005683841009794,-185.82428569636303,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0.278,6163.573822463767,7427.576709116935,1264.1220414243344,0.11915477116721371,1264.0028866531673,0.0,0.4005683841009794,0.5135283668241576,-351.3928024895805,0.0,0.0,0.0,0.0,0.0,0.0
6,1,0.278,6133.611775362319,7337.42291191951,1203.9303168478252,0.11918029063456402,1203.8111365571906,0.0,0.5135283668241576,0.6211092011903866,-334.65949596289903,0.0,0.0,0.0,0.0,0.0,0.0
6,2,0.278,6083.758731884058,7167.188692296391,1083.5491863394593,0.11922592712532655,1083.429960412334,0.0,0.6211092011903866,0.717931946535534,-301.1935289946289,0.0,0.0,0.0,0.0,0.0,0.0
6,3,0.278,6136.936376811594,7039.801041152262,902.9839340220789,0.11926968141065879,902.8646643406682,0.0,0.717931946535534,0.7986181363869933,-250.9963766867058,0.0,0.0,0.0,0.0,0.0,0.0
6,4,0.278,6193.873949275362,6855.997292598613,662.2426045094702,0.11926118621971182,662.1233433232505,0.0,0.7986181363869933,0.8577900276952843,-184.07028944386366,0.0,0.0,0.0,0.0,0.0,0.0
6,5,0.278,6163.712155797102,6524.136236880334,361.3361215485362,0.11911960392861645,360.4240810832314,0.0,0.8577900276952843,0.89,-100.19789454113834,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.614,5995.643423913043,5995.643423913043,0.2929348283288488,0.13777164291031097,0.0,0.0,0.89,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,0.614,5985.979384057971,5869.812792754681,0.08001066290068275,116.24660196619114,0.0,116.16659130329046,0.89,0.8790721634085612,71.32628706022034,0.0,0.0,0.0,0.0,0.0,0.0
6,8,0.614,6241.082608695651,6070.884048573,0.08057641929468803,170.27913654194654,0.0,170.19856012265186,0.8790721634085612,0.8630615184180178,104.50191591530823,0.0,0.0,0.0,0.0,0.0,0.0
6,9,0.614,6340.383876811595,6178.707233353575,0.08071276865622502,161.75735622667554,0.0,161.67664345801933,0.8630615184180178,0.8478525334547867,99.26945908322386,0.0,0.0,0.0,0.0,0.0,0.0
6,10,0.614,6366.746829710145,6276.240521738482,0.0804970256739571,90.58680499733671,0.0,90.50630797166275,0.8478525334547867,0.8393385697332675,55.57087309460093,0.0,0.0,0.0,0.0,0.0,0.0
6,11,0.614,6407.817192028985,6451.182104734087,43.44343176279362,0.07851905769170088,43.36491270510192,0.0,0.8393385697332675,0.8432139562863241,-26.62605640093258,0.0,0.0,0.0,0.0,0.0,0.0
6,12,0.278,6434.526666666667,6704.039211038561,269.5929287776214,0.08038440572677294,269.51254437189465,0.0,0.8432139562863241,0.8672994490311541,-74.92448733538671,0.0,0.0,0.0,0.0,0.0,0.0
